LEVEL_06_CODE ,TÊN GỐC,Tên khối
117700151698,,KHOI HO TRO
119000151000,,BO PHAN CHUNG
120700151950,,BAN LANH DAO
15999,,
111100159021,,KHOI BAN BUON
111100159022,,KHOI BAN BUON
112100159121,,KHOI BAN LE
112100159150,,KHOI BAN LE
112100159151,,KHOI BAN LE
112100159152,,KHOI BAN LE
112100159154,,KHOI BAN LE
114600159335,,KHOI QUAN LY RUI RO
115600159440,,KHOI TAC NGHIEP
115600159446,,KHOI TAC NGHIEP
117700159618,,KHOI HO TRO
119000159000,,BO PHAN CHUNG
120700159950,,BAN LANH DAO
16099,,
111100160021,,KHOI BAN BUON
111100160022,,KHOI BAN BUON
111100160023,,KHOI BAN BUON
111100160024,,KHOI BAN BUON
111600160091,,KHOI BAN BUON
111600160092,,KHOI BAN BUON
111600160093,,KHOI BAN BUON
111600160094,,KHOI BAN BUON
111600160095,,KHOI BAN BUON
112100160121,,KHOI BAN LE
112100160122,,KHOI BAN LE
112100160151,,KHOI BAN LE
112100160152,,KHOI BAN LE
112100160153,,KHOI BAN LE
112100160154,,KHOI BAN LE
114600160336,,KHOI QUAN LY RUI RO
114600160337,,KHOI QUAN LY RUI RO
115600160440,,KHOI TAC NGHIEP
115600160446,,KHOI TAC NGHIEP
116700160521,,KHOI TAI CHINH-KE TOAN
117700160698,,KHOI HO TRO
119000160000,,BO PHAN CHUNG
120700160950,,BAN LANH DAO
19999,,
111100199021,,KHOI BAN BUON
111100199023,,KHOI BAN BUON
112100199121,,KHOI BAN LE
112100199150,,KHOI BAN LE
112100199151,,KHOI BAN LE
112100199152,,KHOI BAN LE
112100199154,,KHOI BAN LE
112100199158,,KHOI BAN LE
114600199335,,KHOI QUAN LY RUI RO
115600199440,,KHOI TAC NGHIEP
115600199446,,KHOI TAC NGHIEP
117700199618,,KHOI HO TRO
119000199000,,BO PHAN CHUNG
120700199950,,BAN LANH DAO
21199,,
111100211021,,KHOI BAN BUON
111100211022,,KHOI BAN BUON
111100211023,,KHOI BAN BUON
111100211024,,KHOI BAN BUON
111100211025,,KHOI BAN BUON
112100211121,,KHOI BAN LE
112100211122,,KHOI BAN LE
112100211123,,KHOI BAN LE
112100211155,,KHOI BAN LE
112100211156,,KHOI BAN LE
112100211157,,KHOI BAN LE
112100211158,,KHOI BAN LE
112100211159,,KHOI BAN LE
114600211335,,KHOI QUAN LY RUI RO
115600211440,,KHOI TAC NGHIEP
115600211446,,KHOI TAC NGHIEP
115700211465,,KHOI TAC NGHIEP
116700211521,,KHOI TAI CHINH-KE TOAN
117700211698,,KHOI HO TRO
119000211000,,BO PHAN CHUNG
120700211950,,BAN LANH DAO
21299,,
111100212021,,KHOI BAN BUON
111100212022,,KHOI BAN BUON
111100212023,,KHOI BAN BUON
111100212024,,KHOI BAN BUON
112100212121,,KHOI BAN LE
112100212122,,KHOI BAN LE
112100212123,,KHOI BAN LE
112100212151,,KHOI BAN LE
112100212152,,KHOI BAN LE
112100212153,,KHOI BAN LE
112100212154,,KHOI BAN LE
114600212335,,KHOI QUAN LY RUI RO
115600212440,,KHOI TAC NGHIEP
115600212446,,KHOI TAC NGHIEP
116700212521,,KHOI TAI CHINH-KE TOAN
117700212698,,KHOI HO TRO
119000212000,,BO PHAN CHUNG
120700212950,,BAN LANH DAO
21399,,
111100213021,,KHOI BAN BUON
111100213022,,KHOI BAN BUON
112100213121,,KHOI BAN LE
112100213122,,KHOI BAN LE
112100213151,,KHOI BAN LE
112100213152,,KHOI BAN LE
112100213153,,KHOI BAN LE
112100213154,,KHOI BAN LE
112100213155,,KHOI BAN LE
112100213159,,KHOI BAN LE
114600213335,,KHOI QUAN LY RUI RO
115600213440,,KHOI TAC NGHIEP
115600213446,,KHOI TAC NGHIEP
115700213465,,KHOI TAC NGHIEP
116700213521,,KHOI TAI CHINH-KE TOAN
117700213698,,KHOI HO TRO
119000213000,,BO PHAN CHUNG
120700213950,,BAN LANH DAO
21499,,
111100214021,,KHOI BAN BUON
111100214022,,KHOI BAN BUON
111100214023,,KHOI BAN BUON
111100214025,,KHOI BAN BUON
112100214121,,KHOI BAN LE
112100214122,,KHOI BAN LE
112100214150,,KHOI BAN LE
112100214151,,KHOI BAN LE
112100214152,,KHOI BAN LE
112100214153,,KHOI BAN LE
112100214154,,KHOI BAN LE
114600214335,,KHOI QUAN LY RUI RO
115600214440,,KHOI TAC NGHIEP
115600214446,,KHOI TAC NGHIEP
116700214521,,KHOI TAI CHINH-KE TOAN
117700214608,,KHOI HO TRO
117700214698,,KHOI HO TRO
119000214000,,BO PHAN CHUNG
120700214950,,BAN LANH DAO
21599,,
111100215021,,KHOI BAN BUON
111100215022,,KHOI BAN BUON
111100215023,,KHOI BAN BUON
112100215121,,KHOI BAN LE
112100215122,,KHOI BAN LE
112100215123,,KHOI BAN LE
112100215150,,KHOI BAN LE
112100215152,,KHOI BAN LE
112100215155,,KHOI BAN LE
112100215157,,KHOI BAN LE
112100215158,,KHOI BAN LE
112100215160,,KHOI BAN LE
114600215335,,KHOI QUAN LY RUI RO
115600215440,,KHOI TAC NGHIEP
115600215446,,KHOI TAC NGHIEP
115700215465,,KHOI TAC NGHIEP
116700215521,,KHOI TAI CHINH-KE TOAN
117700215698,,KHOI HO TRO
119000215000,,BO PHAN CHUNG
120700215950,,BAN LANH DAO
21699,,
111100216021,,KHOI BAN BUON
111100216022,,KHOI BAN BUON
112100216122,,KHOI BAN LE
112100216150,,KHOI BAN LE
112100216151,,KHOI BAN LE
112100216152,,KHOI BAN LE
112100216153,,KHOI BAN LE
112100216155,,KHOI BAN LE
112100216157,,KHOI BAN LE
114600216335,,KHOI QUAN LY RUI RO
115600216440,,KHOI TAC NGHIEP
115600216446,,KHOI TAC NGHIEP
117700216618,,KHOI HO TRO
119000216000,,BO PHAN CHUNG
120700216950,,BAN LANH DAO
21799,,
111100217021,,KHOI BAN BUON
111100217022,,KHOI BAN BUON
112100217121,,KHOI BAN LE
112100217122,,KHOI BAN LE
112100217150,,KHOI BAN LE
112100217151,,KHOI BAN LE
112100217152,,KHOI BAN LE
112100217153,,KHOI BAN LE
114600217335,,KHOI QUAN LY RUI RO
115600217440,,KHOI TAC NGHIEP
115600217446,,KHOI TAC NGHIEP
115700217465,,KHOI TAC NGHIEP
117700217618,,KHOI HO TRO
119000217000,,BO PHAN CHUNG
120700217950,,BAN LANH DAO
22099,,
111100220021,,KHOI BAN BUON
111100220022,,KHOI BAN BUON
111100220023,,KHOI BAN BUON
112100220121,,KHOI BAN LE
112100220122,,KHOI BAN LE
112100220123,,KHOI BAN LE
112100220150,,KHOI BAN LE
112100220151,,KHOI BAN LE
112100220153,,KHOI BAN LE
112100220154,,KHOI BAN LE
112100220156,,KHOI BAN LE
112100220157,,KHOI BAN LE
114600220335,,KHOI QUAN LY RUI RO
115600220440,,KHOI TAC NGHIEP
115600220446,,KHOI TAC NGHIEP
116700220521,,KHOI TAI CHINH-KE TOAN
117700220698,,KHOI HO TRO
119000220000,,BO PHAN CHUNG
120700220950,,BAN LANH DAO
22299,,
111100222021,,KHOI BAN BUON
111100222022,,KHOI BAN BUON
111100222023,,KHOI BAN BUON
111100222025,,KHOI BAN BUON
111100222026,,KHOI BAN BUON
111100222031,,KHOI BAN BUON
112100222121,,KHOI BAN LE
112100222122,,KHOI BAN LE
112100222123,,KHOI BAN LE
112100222150,,KHOI BAN LE
112100222151,,KHOI BAN LE
112100222152,,KHOI BAN LE
112100222153,,KHOI BAN LE
112100222155,,KHOI BAN LE
112100222156,,KHOI BAN LE
112100222157,,KHOI BAN LE
114600222335,,KHOI QUAN LY RUI RO
115600222440,,KHOI TAC NGHIEP
115600222446,,KHOI TAC NGHIEP
115700222465,,KHOI TAC NGHIEP
116700222521,,KHOI TAI CHINH-KE TOAN
117700222698,,KHOI HO TRO
119000222000,,BO PHAN CHUNG
120700222950,,BAN LANH DAO
26099,,
111100260021,,KHOI BAN BUON
111100260022,,KHOI BAN BUON
111100260023,,KHOI BAN BUON
112100260121,,KHOI BAN LE
112100260122,,KHOI BAN LE
112100260150,,KHOI BAN LE
112100260151,,KHOI BAN LE
112100260152,,KHOI BAN LE
112100260154,,KHOI BAN LE
112100260155,,KHOI BAN LE
114600260335,,KHOI QUAN LY RUI RO
115600260440,,KHOI TAC NGHIEP
115600260446,,KHOI TAC NGHIEP
115700260465,,KHOI TAC NGHIEP
116700260521,,KHOI TAI CHINH-KE TOAN
117700260698,,KHOI HO TRO
119000260000,,BO PHAN CHUNG
120700260950,,BAN LANH DAO
26199,,
112100261120,,KHOI BAN LE
112100261122,,KHOI BAN LE
112100261151,,KHOI BAN LE
112100261152,,KHOI BAN LE
112100261154,,KHOI BAN LE
112100261155,,KHOI BAN LE
112100261157,,KHOI BAN LE
114600261335,,KHOI QUAN LY RUI RO
115600261440,,KHOI TAC NGHIEP
115600261446,,KHOI TAC NGHIEP
117700261618,,KHOI HO TRO
119000261000,,BO PHAN CHUNG
120700261950,,BAN LANH DAO
26899,,
111100268021,,KHOI BAN BUON
111100268022,,KHOI BAN BUON
111100268023,,KHOI BAN BUON
112100268121,,KHOI BAN LE
112100268122,,KHOI BAN LE
112100268150,,KHOI BAN LE
112100268151,,KHOI BAN LE
112100268154,,KHOI BAN LE
112100268155,,KHOI BAN LE
114600268335,,KHOI QUAN LY RUI RO
115600268440,,KHOI TAC NGHIEP
115600268446,,KHOI TAC NGHIEP
115700268465,,KHOI TAC NGHIEP
117700268618,,KHOI HO TRO
119000268000,,BO PHAN CHUNG
120700268950,,BAN LANH DAO
27999,,
111100279021,,KHOI BAN BUON
112100279121,,KHOI BAN LE
112100279150,,KHOI BAN LE
112100279151,,KHOI BAN LE
112100279152,,KHOI BAN LE
112100279153,,KHOI BAN LE
112100279154,,KHOI BAN LE
114600279335,,KHOI QUAN LY RUI RO
115600279440,,KHOI TAC NGHIEP
115600279446,,KHOI TAC NGHIEP
117700279618,,KHOI HO TRO
119000279000,,BO PHAN CHUNG
120700279950,,BAN LANH DAO
28999,,
111100289021,,KHOI BAN BUON
111100289022,,KHOI BAN BUON
112100289121,,KHOI BAN LE
112100289122,,KHOI BAN LE
112100289123,,KHOI BAN LE
112100289150,,KHOI BAN LE
112100289151,,KHOI BAN LE
112100289152,,KHOI BAN LE
114600289335,,KHOI QUAN LY RUI RO
115600289440,,KHOI TAC NGHIEP
115600289446,,KHOI TAC NGHIEP
117700289618,,KHOI HO TRO
119000289000,,BO PHAN CHUNG
120700289950,,BAN LANH DAO
42799,,
111100427021,,KHOI BAN BUON
112100427121,,KHOI BAN LE
112100427150,,KHOI BAN LE
112100427151,,KHOI BAN LE
112100427152,,KHOI BAN LE
112100427153,,KHOI BAN LE
112100427156,,KHOI BAN LE
114600427335,,KHOI QUAN LY RUI RO
115600427440,,KHOI TAC NGHIEP
115600427446,,KHOI TAC NGHIEP
117700427618,,KHOI HO TRO
119000427000,,BO PHAN CHUNG
120700427950,,BAN LANH DAO
45099,,
111100450021,,KHOI BAN BUON
111100450022,,KHOI BAN BUON
111100450023,,KHOI BAN BUON
112100450121,,KHOI BAN LE
112100450122,,KHOI BAN LE
112100450150,,KHOI BAN LE
112100450151,,KHOI BAN LE
112100450152,,KHOI BAN LE
112100450153,,KHOI BAN LE
112100450159,,KHOI BAN LE
112100450160,,KHOI BAN LE
112100450161,,KHOI BAN LE
114600450335,,KHOI QUAN LY RUI RO
115600450440,,KHOI TAC NGHIEP
115600450446,,KHOI TAC NGHIEP
115700450465,,KHOI TAC NGHIEP
116700450521,,KHOI TAI CHINH-KE TOAN
117700450698,,KHOI HO TRO
119000450000,,BO PHAN CHUNG
120700450950,,BAN LANH DAO
45199,,
111100451021,,KHOI BAN BUON
111100451022,,KHOI BAN BUON
112100451121,,KHOI BAN LE
112100451151,,KHOI BAN LE
112100451152,,KHOI BAN LE
112100451154,,KHOI BAN LE
112100451155,,KHOI BAN LE
112100451156,,KHOI BAN LE
112100451157,,KHOI BAN LE
114600451335,,KHOI QUAN LY RUI RO
115600451440,,KHOI TAC NGHIEP
115600451446,,KHOI TAC NGHIEP
117700451618,,KHOI HO TRO
119000451000,,BO PHAN CHUNG
120700451950,,BAN LANH DAO
45299,,
111100452021,,KHOI BAN BUON
111100452022,,KHOI BAN BUON
112100452121,,KHOI BAN LE
112100452150,,KHOI BAN LE
112100452151,,KHOI BAN LE
112100452152,,KHOI BAN LE
112100452154,,KHOI BAN LE
112100452156,,KHOI BAN LE
114600452335,,KHOI QUAN LY RUI RO
115600452440,,KHOI TAC NGHIEP
115600452446,,KHOI TAC NGHIEP
115700452465,,KHOI TAC NGHIEP
117700452618,,KHOI HO TRO
119000452000,,BO PHAN CHUNG
120700452950,,BAN LANH DAO
11199,,
111100111021,,KHOI BAN BUON
112100111121,,KHOI BAN LE
112100111150,,KHOI BAN LE
112100111151,,KHOI BAN LE
114600111335,,KHOI QUAN LY RUI RO
115600111440,,KHOI TAC NGHIEP
115600111446,,KHOI TAC NGHIEP
117700111618,,KHOI HO TRO
119000111000,,BO PHAN CHUNG
120700111950,,BAN LANH DAO
11799,,
111100117021,,KHOI BAN BUON
112100117121,,KHOI BAN LE
112100117150,,KHOI BAN LE
112100117151,,KHOI BAN LE
114600117335,,KHOI QUAN LY RUI RO
115600117440,,KHOI TAC NGHIEP
115600117446,,KHOI TAC NGHIEP
117700117618,,KHOI HO TRO
119000117000,,BO PHAN CHUNG
120700117950,,BAN LANH DAO
11999,,
111100119021,,KHOI BAN BUON
111100119027,,KHOI BAN BUON
112100119121,,KHOI BAN LE
112100119150,,KHOI BAN LE
112100119151,,KHOI BAN LE
112100119152,,KHOI BAN LE
114600119335,,KHOI QUAN LY RUI RO
115600119440,,KHOI TAC NGHIEP
115600119446,,KHOI TAC NGHIEP
115700119465,,KHOI TAC NGHIEP
116700119521,,KHOI TAI CHINH-KE TOAN
117700119698,,KHOI HO TRO
119000119000,,BO PHAN CHUNG
120700119950,,BAN LANH DAO
13099,,
111100130021,,KHOI BAN BUON
111100130022,,KHOI BAN BUON
111100130023,,KHOI BAN BUON
111100130024,,KHOI BAN BUON
111100130025,,KHOI BAN BUON
112100130121,,KHOI BAN LE
112100130122,,KHOI BAN LE
112100130123,,KHOI BAN LE
112100130150,,KHOI BAN LE
112100130151,,KHOI BAN LE
112100130156,,KHOI BAN LE
112100130157,,KHOI BAN LE
114600130335,,KHOI QUAN LY RUI RO
115600130440,,KHOI TAC NGHIEP
115600130446,,KHOI TAC NGHIEP
115700130465,,KHOI TAC NGHIEP
116700130521,,KHOI TAI CHINH-KE TOAN
117700130698,,KHOI HO TRO
119000130000,,BO PHAN CHUNG
120700130950,,BAN LANH DAO
13299,,
111100132021,,KHOI BAN BUON
111100132022,,KHOI BAN BUON
112100132121,,KHOI BAN LE
112100132151,,KHOI BAN LE
112100132152,,KHOI BAN LE
112100132155,,KHOI BAN LE
112100132156,,KHOI BAN LE
114600132335,,KHOI QUAN LY RUI RO
115600132440,,KHOI TAC NGHIEP
115600132441,,KHOI TAC NGHIEP
115600132442,,KHOI TAC NGHIEP
115600132446,,KHOI TAC NGHIEP
116700132521,,KHOI TAI CHINH-KE TOAN
117700132698,,KHOI HO TRO
119000132000,,BO PHAN CHUNG
120700132950,,BAN LANH DAO
13399,,
111100133021,,KHOI BAN BUON
112100133121,,KHOI BAN LE
112100133150,,KHOI BAN LE
112100133151,,KHOI BAN LE
112100133152,,KHOI BAN LE
114600133335,,KHOI QUAN LY RUI RO
115600133440,,KHOI TAC NGHIEP
115600133446,,KHOI TAC NGHIEP
117700133618,,KHOI HO TRO
119000133000,,BO PHAN CHUNG
120700133950,,BAN LANH DAO
13499,,
111100134021,,KHOI BAN BUON
112100134121,,KHOI BAN LE
112100134150,,KHOI BAN LE
112100134151,,KHOI BAN LE
114600134335,,KHOI QUAN LY RUI RO
115600134440,,KHOI TAC NGHIEP
115600134446,,KHOI TAC NGHIEP
117700134618,,KHOI HO TRO
119000134000,,BO PHAN CHUNG
120700134950,,BAN LANH DAO
13599,,
111100135021,,KHOI BAN BUON
111100135022,,KHOI BAN BUON
111100135060,,KHOI BAN BUON
112100135121,,KHOI BAN LE
112100135122,,KHOI BAN LE
112100135123,,KHOI BAN LE
112100135150,,KHOI BAN LE
112100135152,,KHOI BAN LE
112100135153,,KHOI BAN LE
114600135335,,KHOI QUAN LY RUI RO
115600135440,,KHOI TAC NGHIEP
115600135441,,KHOI TAC NGHIEP
115600135442,,KHOI TAC NGHIEP
115600135446,,KHOI TAC NGHIEP
115700135465,,KHOI TAC NGHIEP
116700135521,,KHOI TAI CHINH-KE TOAN
117700135698,,KHOI HO TRO
119000135000,,BO PHAN CHUNG
120700135950,,BAN LANH DAO
13699,,
111100136021,,KHOI BAN BUON
112100136121,,KHOI BAN LE
112100136150,,KHOI BAN LE
112100136151,,KHOI BAN LE
114600136335,,KHOI QUAN LY RUI RO
115600136440,,KHOI TAC NGHIEP
115600136446,,KHOI TAC NGHIEP
117700136618,,KHOI HO TRO
119000136000,,BO PHAN CHUNG
120700136950,,BAN LANH DAO
13899,,
111100138021,,KHOI BAN BUON
111100138022,,KHOI BAN BUON
112100138121,,KHOI BAN LE
112100138150,,KHOI BAN LE
112100138151,,KHOI BAN LE
112100138152,,KHOI BAN LE
114600138335,,KHOI QUAN LY RUI RO
115600138440,,KHOI TAC NGHIEP
115600138446,,KHOI TAC NGHIEP
116700138521,,KHOI TAI CHINH-KE TOAN
117700138698,,KHOI HO TRO
119000138000,,BO PHAN CHUNG
120700138950,,BAN LANH DAO
13999,,
111100139021,,KHOI BAN BUON
112100139121,,KHOI BAN LE
112100139150,,KHOI BAN LE
112100139151,,KHOI BAN LE
112100139152,,KHOI BAN LE
114600139335,,KHOI QUAN LY RUI RO
115600139440,,KHOI TAC NGHIEP
115600139446,,KHOI TAC NGHIEP
117700139618,,KHOI HO TRO
119000139000,,BO PHAN CHUNG
120700139950,,BAN LANH DAO
14099,,
111100140021,,KHOI BAN BUON
111100140022,,KHOI BAN BUON
111100140023,,KHOI BAN BUON
112100140121,,KHOI BAN LE
112100140122,,KHOI BAN LE
112100140151,,KHOI BAN LE
112100140153,,KHOI BAN LE
112100140158,,KHOI BAN LE
114600140335,,KHOI QUAN LY RUI RO
115600140440,,KHOI TAC NGHIEP
115600140446,,KHOI TAC NGHIEP
115700140465,,KHOI TAC NGHIEP
116700140521,,KHOI TAI CHINH-KE TOAN
117700140698,,KHOI HO TRO
119000140000,,BO PHAN CHUNG
120700140950,,BAN LANH DAO
14199,,
111100141022,,KHOI BAN BUON
111100141023,,KHOI BAN BUON
111100141024,,KHOI BAN BUON
112100141121,,KHOI BAN LE
112100141123,,KHOI BAN LE
112100141151,,KHOI BAN LE
112100141152,,KHOI BAN LE
112100141153,,KHOI BAN LE
114600141335,,KHOI QUAN LY RUI RO
115600141440,,KHOI TAC NGHIEP
115600141446,,KHOI TAC NGHIEP
116700141521,,KHOI TAI CHINH-KE TOAN
117700141698,,KHOI HO TRO
119000141000,,BO PHAN CHUNG
120700141950,,BAN LANH DAO
14499,,
111100144021,,KHOI BAN BUON
111100144022,,KHOI BAN BUON
112100144121,,KHOI BAN LE
112100144150,,KHOI BAN LE
112100144151,,KHOI BAN LE
114600144335,,KHOI QUAN LY RUI RO
115600144440,,KHOI TAC NGHIEP
115600144446,,KHOI TAC NGHIEP
117700144618,,KHOI HO TRO
119000144000,,BO PHAN CHUNG
120700144950,,BAN LANH DAO
14599,,
111100145021,,KHOI BAN BUON
112100145121,,KHOI BAN LE
112100145151,,KHOI BAN LE
112100145152,,KHOI BAN LE
114600145335,,KHOI QUAN LY RUI RO
115600145440,,KHOI TAC NGHIEP
115600145446,,KHOI TAC NGHIEP
117700145618,,KHOI HO TRO
119000145000,,BO PHAN CHUNG
120700145950,,BAN LANH DAO
14799,,
111100147021,,KHOI BAN BUON
111100147022,,KHOI BAN BUON
111100147023,,KHOI BAN BUON
111100147024,,KHOI BAN BUON
112100147121,,KHOI BAN LE
112100147122,,KHOI BAN LE
112100147150,,KHOI BAN LE
112100147151,,KHOI BAN LE
112100147152,,KHOI BAN LE
112100147153,,KHOI BAN LE
114600147335,,KHOI QUAN LY RUI RO
115600147440,,KHOI TAC NGHIEP
115600147446,,KHOI TAC NGHIEP
116700147521,,KHOI TAI CHINH-KE TOAN
117700147698,,KHOI HO TRO
119000147000,,BO PHAN CHUNG
120700147950,,BAN LANH DAO
14999,,
111100149021,,KHOI BAN BUON
111100149022,,KHOI BAN BUON
112100149121,,KHOI BAN LE
112100149150,,KHOI BAN LE
112100149151,,KHOI BAN LE
112100149152,,KHOI BAN LE
112100149153,,KHOI BAN LE
115600149440,,KHOI TAC NGHIEP
115600149446,,KHOI TAC NGHIEP
117700149618,,KHOI HO TRO
119000149000,,BO PHAN CHUNG
120700149950,,BAN LANH DAO
16699,,
111100166021,,KHOI BAN BUON
112100166121,,KHOI BAN LE
112100166150,,KHOI BAN LE
112100166151,,KHOI BAN LE
114600166335,,KHOI QUAN LY RUI RO
115600166440,,KHOI TAC NGHIEP
115600166446,,KHOI TAC NGHIEP
117700166618,,KHOI HO TRO
119000166000,,BO PHAN CHUNG
120700166950,,BAN LANH DAO
16899,,
111100168021,,KHOI BAN BUON
111100168022,,KHOI BAN BUON
112100168121,,KHOI BAN LE
112100168150,,KHOI BAN LE
112100168151,,KHOI BAN LE
112100168152,,KHOI BAN LE
114600168335,,KHOI QUAN LY RUI RO
115600168440,,KHOI TAC NGHIEP
115600168446,,KHOI TAC NGHIEP
117700168618,,KHOI HO TRO
119000168000,,BO PHAN CHUNG
120700168950,,BAN LANH DAO
16999,,
111100169021,,KHOI BAN BUON
112100169121,,KHOI BAN LE
112100169150,,KHOI BAN LE
112100169151,,KHOI BAN LE
112100169152,,KHOI BAN LE
114600169335,,KHOI QUAN LY RUI RO
115600169440,,KHOI TAC NGHIEP
115600169446,,KHOI TAC NGHIEP
117700169618,,KHOI HO TRO
119000169000,,BO PHAN CHUNG
120700169950,,BAN LANH DAO
17799,,
111100177021,,KHOI BAN BUON
112100177121,,KHOI BAN LE
112100177150,,KHOI BAN LE
112100177152,,KHOI BAN LE
112100177153,,KHOI BAN LE
114600177335,,KHOI QUAN LY RUI RO
115600177440,,KHOI TAC NGHIEP
115600177446,,KHOI TAC NGHIEP
117700177618,,KHOI HO TRO
119000177000,,BO PHAN CHUNG
120700177950,,BAN LANH DAO
17999,,
111100179021,,KHOI BAN BUON
112100179121,,KHOI BAN LE
112100179150,,KHOI BAN LE
112100179151,,KHOI BAN LE
112100179152,,KHOI BAN LE
114600179335,,KHOI QUAN LY RUI RO
115600179440,,KHOI TAC NGHIEP
115600179446,,KHOI TAC NGHIEP
117700179618,,KHOI HO TRO
119000179000,,BO PHAN CHUNG
120700179950,,BAN LANH DAO
18099,,
111100180021,,KHOI BAN BUON
111100180022,,KHOI BAN BUON
112100180121,,KHOI BAN LE
