LEVEL_06_CODE ,Loa (mã khối),Tên khối
111100215021,11.0,KHOI BAN BUON
111100215022,11.0,KHOI BAN BUON
111100215023,11.0,KHOI BAN BUON
112100215121,12.0,KHOI BAN LE
112100215122,12.0,KHOI BAN LE
112100215123,12.0,KHOI BAN LE
112100215150,12.0,KHOI BAN LE
112100215152,12.0,KHOI BAN LE
112100215155,12.0,KHOI BAN LE
112100215157,12.0,KHOI BAN LE
112100215158,12.0,KHOI BAN LE
112100215160,12.0,KHOI BAN LE
114600215335,14.0,KHOI QUAN LY RUI RO
115600215440,15.0,KHOI TAC NGHIEP
115600215446,15.0,KHOI TAC NGHIEP
115700215465,15.0,KHOI TAC NGHIEP
116700215521,16.0,KHOI TAI CHINH-KE TOAN
117700215698,17.0,KHOI HO TRO
119000215000,19.0,BO PHAN CHUNG
120700215950,20.0,BAN LANH DAO
21699,,
111100216021,11.0,KHOI BAN BUON
111100216022,11.0,KHOI BAN BUON
112100216122,12.0,KHOI BAN LE
112100216150,12.0,KHOI BAN LE
112100216151,12.0,KHOI BAN LE
112100216152,12.0,KHOI BAN LE
112100216153,12.0,KHOI BAN LE
112100216155,12.0,KHOI BAN LE
112100216157,12.0,KHOI BAN LE
114600216335,14.0,KHOI QUAN LY RUI RO
115600216440,15.0,KHOI TAC NGHIEP
115600216446,15.0,KHOI TAC NGHIEP
117700216618,17.0,KHOI HO TRO
119000216000,19.0,BO PHAN CHUNG
120700216950,20.0,BAN LANH DAO
21799,,
111100217021,11.0,KHOI BAN BUON
111100217022,11.0,KHOI BAN BUON
112100217121,12.0,KHOI BAN LE
112100217122,12.0,KHOI BAN LE
112100217150,12.0,KHOI BAN LE
112100217151,12.0,KHOI BAN LE
112100217152,12.0,KHOI BAN LE
112100217153,12.0,KHOI BAN LE
114600217335,14.0,KHOI QUAN LY RUI RO
115600217440,15.0,KHOI TAC NGHIEP
115600217446,15.0,KHOI TAC NGHIEP
115700217465,15.0,KHOI TAC NGHIEP
117700217618,17.0,KHOI HO TRO
119000217000,19.0,BO PHAN CHUNG
120700217950,20.0,BAN LANH DAO
22099,,
111100220021,11.0,KHOI BAN BUON
111100220022,11.0,KHOI BAN BUON
111100220023,11.0,KHOI BAN BUON
112100220121,12.0,KHOI BAN LE
112100220122,12.0,KHOI BAN LE
112100220123,12.0,KHOI BAN LE
112100220150,12.0,KHOI BAN LE
112100220151,12.0,KHOI BAN LE
112100220153,12.0,KHOI BAN LE
112100220154,12.0,KHOI BAN LE
112100220156,12.0,KHOI BAN LE
112100220157,12.0,KHOI BAN LE
114600220335,14.0,KHOI QUAN LY RUI RO
115600220440,15.0,KHOI TAC NGHIEP
115600220446,15.0,KHOI TAC NGHIEP
116700220521,16.0,KHOI TAI CHINH-KE TOAN
117700220698,17.0,KHOI HO TRO
119000220000,19.0,BO PHAN CHUNG
120700220950,20.0,BAN LANH DAO
22299,,
111100222021,11.0,KHOI BAN BUON
111100222022,11.0,KHOI BAN BUON
111100222023,11.0,KHOI BAN BUON
111100222025,11.0,KHOI BAN BUON
111100222026,11.0,KHOI BAN BUON
111100222031,11.0,KHOI BAN BUON
112100222121,12.0,KHOI BAN LE
112100222122,12.0,KHOI BAN LE
112100222123,12.0,KHOI BAN LE
112100222150,12.0,KHOI BAN LE
112100222151,12.0,KHOI BAN LE
112100222152,12.0,KHOI BAN LE
112100222153,12.0,KHOI BAN LE
112100222155,12.0,KHOI BAN LE
112100222156,12.0,KHOI BAN LE
112100222157,12.0,KHOI BAN LE
114600222335,14.0,KHOI QUAN LY RUI RO
115600222440,15.0,KHOI TAC NGHIEP
115600222446,15.0,KHOI TAC NGHIEP
115700222465,15.0,KHOI TAC NGHIEP
116700222521,16.0,KHOI TAI CHINH-KE TOAN
117700222698,17.0,KHOI HO TRO
119000222000,19.0,BO PHAN CHUNG
120700222950,20.0,BAN LANH DAO
26099,,
111100260021,11.0,KHOI BAN BUON
111100260022,11.0,KHOI BAN BUON
111100260023,11.0,KHOI BAN BUON
112100260121,12.0,KHOI BAN LE
112100260122,12.0,KHOI BAN LE
112100260150,12.0,KHOI BAN LE
112100260151,12.0,KHOI BAN LE
112100260152,12.0,KHOI BAN LE
112100260154,12.0,KHOI BAN LE
112100260155,12.0,KHOI BAN LE
114600260335,14.0,KHOI QUAN LY RUI RO
115600260440,15.0,KHOI TAC NGHIEP
115600260446,15.0,KHOI TAC NGHIEP
115700260465,15.0,KHOI TAC NGHIEP
116700260521,16.0,KHOI TAI CHINH-KE TOAN
117700260698,17.0,KHOI HO TRO
119000260000,19.0,BO PHAN CHUNG
120700260950,20.0,BAN LANH DAO
26199,,
112100261120,12.0,KHOI BAN LE
112100261122,12.0,KHOI BAN LE
112100261151,12.0,KHOI BAN LE
112100261152,12.0,KHOI BAN LE
112100261154,12.0,KHOI BAN LE
112100261155,12.0,KHOI BAN LE
112100261157,12.0,KHOI BAN LE
114600261335,14.0,KHOI QUAN LY RUI RO
115600261440,15.0,KHOI TAC NGHIEP
115600261446,15.0,KHOI TAC NGHIEP
117700261618,17.0,KHOI HO TRO
119000261000,19.0,BO PHAN CHUNG
120700261950,20.0,BAN LANH DAO
26899,,
111100268021,11.0,KHOI BAN BUON
111100268022,11.0,KHOI BAN BUON
111100268023,11.0,KHOI BAN BUON
112100268121,12.0,KHOI BAN LE
112100268122,12.0,KHOI BAN LE
112100268150,12.0,KHOI BAN LE
112100268151,12.0,KHOI BAN LE
112100268154,12.0,KHOI BAN LE
112100268155,12.0,KHOI BAN LE
114600268335,14.0,KHOI QUAN LY RUI RO
115600268440,15.0,KHOI TAC NGHIEP
115600268446,15.0,KHOI TAC NGHIEP
115700268465,15.0,KHOI TAC NGHIEP
117700268618,17.0,KHOI HO TRO
119000268000,19.0,BO PHAN CHUNG
120700268950,20.0,BAN LANH DAO
27999,,
111100279021,11.0,KHOI BAN BUON
112100279121,12.0,KHOI BAN LE
112100279150,12.0,KHOI BAN LE
112100279151,12.0,KHOI BAN LE
112100279152,12.0,KHOI BAN LE
112100279153,12.0,KHOI BAN LE
112100279154,12.0,KHOI BAN LE
114600279335,14.0,KHOI QUAN LY RUI RO
115600279440,15.0,KHOI TAC NGHIEP
115600279446,15.0,KHOI TAC NGHIEP
117700279618,17.0,KHOI HO TRO
119000279000,19.0,BO PHAN CHUNG
120700279950,20.0,BAN LANH DAO
28999,,
111100289021,11.0,KHOI BAN BUON
111100289022,11.0,KHOI BAN BUON
112100289121,12.0,KHOI BAN LE
112100289122,12.0,KHOI BAN LE
112100289123,12.0,KHOI BAN LE
112100289150,12.0,KHOI BAN LE
112100289151,12.0,KHOI BAN LE
112100289152,12.0,KHOI BAN LE
114600289335,14.0,KHOI QUAN LY RUI RO
115600289440,15.0,KHOI TAC NGHIEP
115600289446,15.0,KHOI TAC NGHIEP
117700289618,17.0,KHOI HO TRO
119000289000,19.0,BO PHAN CHUNG
120700289950,20.0,BAN LANH DAO
42799,,
111100427021,11.0,KHOI BAN BUON
112100427121,12.0,KHOI BAN LE
112100427150,12.0,KHOI BAN LE
112100427151,12.0,KHOI BAN LE
112100427152,12.0,KHOI BAN LE
112100427153,12.0,KHOI BAN LE
112100427156,12.0,KHOI BAN LE
114600427335,14.0,KHOI QUAN LY RUI RO
115600427440,15.0,KHOI TAC NGHIEP
115600427446,15.0,KHOI TAC NGHIEP
117700427618,17.0,KHOI HO TRO
119000427000,19.0,BO PHAN CHUNG
120700427950,20.0,BAN LANH DAO
45099,,
111100450021,11.0,KHOI BAN BUON
111100450022,11.0,KHOI BAN BUON
111100450023,11.0,KHOI BAN BUON
112100450121,12.0,KHOI BAN LE
112100450122,12.0,KHOI BAN LE
112100450150,12.0,KHOI BAN LE
112100450151,12.0,KHOI BAN LE
112100450152,12.0,KHOI BAN LE
112100450153,12.0,KHOI BAN LE
112100450159,12.0,KHOI BAN LE
112100450160,12.0,KHOI BAN LE
112100450161,12.0,KHOI BAN LE
114600450335,14.0,KHOI QUAN LY RUI RO
115600450440,15.0,KHOI TAC NGHIEP
115600450446,15.0,KHOI TAC NGHIEP
115700450465,15.0,KHOI TAC NGHIEP
116700450521,16.0,KHOI TAI CHINH-KE TOAN
117700450698,17.0,KHOI HO TRO
119000450000,19.0,BO PHAN CHUNG
120700450950,20.0,BAN LANH DAO
45199,,
111100451021,11.0,KHOI BAN BUON
111100451022,11.0,KHOI BAN BUON
112100451121,12.0,KHOI BAN LE
112100451151,12.0,KHOI BAN LE
112100451152,12.0,KHOI BAN LE
112100451154,12.0,KHOI BAN LE
112100451155,12.0,KHOI BAN LE
112100451156,12.0,KHOI BAN LE
112100451157,12.0,KHOI BAN LE
114600451335,14.0,KHOI QUAN LY RUI RO
115600451440,15.0,KHOI TAC NGHIEP
115600451446,15.0,KHOI TAC NGHIEP
117700451618,17.0,KHOI HO TRO
119000451000,19.0,BO PHAN CHUNG
120700451950,20.0,BAN LANH DAO
45299,,
111100452021,11.0,KHOI BAN BUON
111100452022,11.0,KHOI BAN BUON
112100452121,12.0,KHOI BAN LE
112100452150,12.0,KHOI BAN LE
112100452151,12.0,KHOI BAN LE
112100452152,12.0,KHOI BAN LE
112100452154,12.0,KHOI BAN LE
112100452156,12.0,KHOI BAN LE
114600452335,14.0,KHOI QUAN LY RUI RO
115600452440,15.0,KHOI TAC NGHIEP
115600452446,15.0,KHOI TAC NGHIEP
115700452465,15.0,KHOI TAC NGHIEP
117700452618,17.0,KHOI HO TRO
119000452000,19.0,BO PHAN CHUNG
120700452950,20.0,BAN LANH DAO
11199,,
111100111021,11.0,KHOI BAN BUON
112100111121,12.0,KHOI BAN LE
112100111150,12.0,KHOI BAN LE
112100111151,12.0,KHOI BAN LE
114600111335,14.0,KHOI QUAN LY RUI RO
115600111440,15.0,KHOI TAC NGHIEP
115600111446,15.0,KHOI TAC NGHIEP
117700111618,17.0,KHOI HO TRO
119000111000,19.0,BO PHAN CHUNG
120700111950,20.0,BAN LANH DAO
11799,,
111100117021,11.0,KHOI BAN BUON
112100117121,12.0,KHOI BAN LE
112100117150,12.0,KHOI BAN LE
112100117151,12.0,KHOI BAN LE
114600117335,14.0,KHOI QUAN LY RUI RO
115600117440,15.0,KHOI TAC NGHIEP
115600117446,15.0,KHOI TAC NGHIEP
117700117618,17.0,KHOI HO TRO
119000117000,19.0,BO PHAN CHUNG
120700117950,20.0,BAN LANH DAO
11999,,
111100119021,11.0,KHOI BAN BUON
111100119027,11.0,KHOI BAN BUON
112100119121,12.0,KHOI BAN LE
112100119150,12.0,KHOI BAN LE
112100119151,12.0,KHOI BAN LE
112100119152,12.0,KHOI BAN LE
114600119335,14.0,KHOI QUAN LY RUI RO
115600119440,15.0,KHOI TAC NGHIEP
115600119446,15.0,KHOI TAC NGHIEP
115700119465,15.0,KHOI TAC NGHIEP
116700119521,16.0,KHOI TAI CHINH-KE TOAN
117700119698,17.0,KHOI HO TRO
119000119000,19.0,BO PHAN CHUNG
120700119950,20.0,BAN LANH DAO
13099,,
111100130021,11.0,KHOI BAN BUON
111100130022,11.0,KHOI BAN BUON
111100130023,11.0,KHOI BAN BUON
111100130024,11.0,KHOI BAN BUON
111100130025,11.0,KHOI BAN BUON
112100130121,12.0,KHOI BAN LE
112100130122,12.0,KHOI BAN LE
112100130123,12.0,KHOI BAN LE
112100130150,12.0,KHOI BAN LE
112100130151,12.0,KHOI BAN LE
112100130156,12.0,KHOI BAN LE
112100130157,12.0,KHOI BAN LE
114600130335,14.0,KHOI QUAN LY RUI RO
115600130440,15.0,KHOI TAC NGHIEP
115600130446,15.0,KHOI TAC NGHIEP
115700130465,15.0,KHOI TAC NGHIEP
116700130521,16.0,KHOI TAI CHINH-KE TOAN
117700130698,17.0,KHOI HO TRO
119000130000,19.0,BO PHAN CHUNG
120700130950,20.0,BAN LANH DAO
13299,,
111100132021,11.0,KHOI BAN BUON
111100132022,11.0,KHOI BAN BUON
112100132121,12.0,KHOI BAN LE
112100132151,12.0,KHOI BAN LE
112100132152,12.0,KHOI BAN LE
112100132155,12.0,KHOI BAN LE
112100132156,12.0,KHOI BAN LE
114600132335,14.0,KHOI QUAN LY RUI RO
115600132440,15.0,KHOI TAC NGHIEP
115600132441,15.0,KHOI TAC NGHIEP
115600132442,15.0,KHOI TAC NGHIEP
115600132446,15.0,KHOI TAC NGHIEP
116700132521,16.0,KHOI TAI CHINH-KE TOAN
117700132698,17.0,KHOI HO TRO
119000132000,19.0,BO PHAN CHUNG
120700132950,20.0,BAN LANH DAO
13399,,
111100133021,11.0,KHOI BAN BUON
112100133121,12.0,KHOI BAN LE
112100133150,12.0,KHOI BAN LE
112100133151,12.0,KHOI BAN LE
112100133152,12.0,KHOI BAN LE
114600133335,14.0,KHOI QUAN LY RUI RO
115600133440,15.0,KHOI TAC NGHIEP
115600133446,15.0,KHOI TAC NGHIEP
117700133618,17.0,KHOI HO TRO
119000133000,19.0,BO PHAN CHUNG
120700133950,20.0,BAN LANH DAO
13499,,
111100134021,11.0,KHOI BAN BUON
112100134121,12.0,KHOI BAN LE
112100134150,12.0,KHOI BAN LE
112100134151,12.0,KHOI BAN LE
114600134335,14.0,KHOI QUAN LY RUI RO
115600134440,15.0,KHOI TAC NGHIEP
115600134446,15.0,KHOI TAC NGHIEP
117700134618,17.0,KHOI HO TRO
119000134000,19.0,BO PHAN CHUNG
120700134950,20.0,BAN LANH DAO
13599,,
111100135021,11.0,KHOI BAN BUON
111100135022,11.0,KHOI BAN BUON
111100135060,11.0,KHOI BAN BUON
112100135121,12.0,KHOI BAN LE
112100135122,12.0,KHOI BAN LE
112100135123,12.0,KHOI BAN LE
112100135150,12.0,KHOI BAN LE
112100135152,12.0,KHOI BAN LE
112100135153,12.0,KHOI BAN LE
114600135335,14.0,KHOI QUAN LY RUI RO
115600135440,15.0,KHOI TAC NGHIEP
115600135441,15.0,KHOI TAC NGHIEP
115600135442,15.0,KHOI TAC NGHIEP
115600135446,15.0,KHOI TAC NGHIEP
115700135465,15.0,KHOI TAC NGHIEP
116700135521,16.0,KHOI TAI CHINH-KE TOAN
117700135698,17.0,KHOI HO TRO
119000135000,19.0,BO PHAN CHUNG
120700135950,20.0,BAN LANH DAO
13699,,
111100136021,11.0,KHOI BAN BUON
112100136121,12.0,KHOI BAN LE
112100136150,12.0,KHOI BAN LE
112100136151,12.0,KHOI BAN LE
114600136335,14.0,KHOI QUAN LY RUI RO
115600136440,15.0,KHOI TAC NGHIEP
115600136446,15.0,KHOI TAC NGHIEP
117700136618,17.0,KHOI HO TRO
119000136000,19.0,BO PHAN CHUNG
120700136950,20.0,BAN LANH DAO
13899,,
111100138021,11.0,KHOI BAN BUON
111100138022,11.0,KHOI BAN BUON
112100138121,12.0,KHOI BAN LE
112100138150,12.0,KHOI BAN LE
112100138151,12.0,KHOI BAN LE
112100138152,12.0,KHOI BAN LE
114600138335,14.0,KHOI QUAN LY RUI RO
115600138440,15.0,KHOI TAC NGHIEP
115600138446,15.0,KHOI TAC NGHIEP
116700138521,16.0,KHOI TAI CHINH-KE TOAN
117700138698,17.0,KHOI HO TRO
119000138000,19.0,BO PHAN CHUNG
120700138950,20.0,BAN LANH DAO
13999,,
111100139021,11.0,KHOI BAN BUON
112100139121,12.0,KHOI BAN LE
112100139150,12.0,KHOI BAN LE
112100139151,12.0,KHOI BAN LE
112100139152,12.0,KHOI BAN LE
114600139335,14.0,KHOI QUAN LY RUI RO
115600139440,15.0,KHOI TAC NGHIEP
115600139446,15.0,KHOI TAC NGHIEP
117700139618,17.0,KHOI HO TRO
119000139000,19.0,BO PHAN CHUNG
120700139950,20.0,BAN LANH DAO
14099,,
111100140021,11.0,KHOI BAN BUON
111100140022,11.0,KHOI BAN BUON
111100140023,11.0,KHOI BAN BUON
112100140121,12.0,KHOI BAN LE
112100140122,12.0,KHOI BAN LE
112100140151,12.0,KHOI BAN LE
112100140153,12.0,KHOI BAN LE
112100140158,12.0,KHOI BAN LE
114600140335,14.0,KHOI QUAN LY RUI RO
115600140440,15.0,KHOI TAC NGHIEP
115600140446,15.0,KHOI TAC NGHIEP
115700140465,15.0,KHOI TAC NGHIEP
116700140521,16.0,KHOI TAI CHINH-KE TOAN
117700140698,17.0,KHOI HO TRO
119000140000,19.0,BO PHAN CHUNG
120700140950,20.0,BAN LANH DAO
14199,,
111100141022,11.0,KHOI BAN BUON
111100141023,11.0,KHOI BAN BUON
111100141024,11.0,KHOI BAN BUON
112100141121,12.0,KHOI BAN LE
112100141123,12.0,KHOI BAN LE
112100141151,12.0,KHOI BAN LE
112100141152,12.0,KHOI BAN LE
112100141153,12.0,KHOI BAN LE
114600141335,14.0,KHOI QUAN LY RUI RO
115600141440,15.0,KHOI TAC NGHIEP
115600141446,15.0,KHOI TAC NGHIEP
116700141521,16.0,KHOI TAI CHINH-KE TOAN
117700141698,17.0,KHOI HO TRO
119000141000,19.0,BO PHAN CHUNG
120700141950,20.0,BAN LANH DAO
14499,,
111100144021,11.0,KHOI BAN BUON
111100144022,11.0,KHOI BAN BUON
112100144121,12.0,KHOI BAN LE
112100144150,12.0,KHOI BAN LE
112100144151,12.0,KHOI BAN LE
114600144335,14.0,KHOI QUAN LY RUI RO
115600144440,15.0,KHOI TAC NGHIEP
115600144446,15.0,KHOI TAC NGHIEP
117700144618,17.0,KHOI HO TRO
119000144000,19.0,BO PHAN CHUNG
120700144950,20.0,BAN LANH DAO
14599,,
111100145021,11.0,KHOI BAN BUON
112100145121,12.0,KHOI BAN LE
112100145151,12.0,KHOI BAN LE
112100145152,12.0,KHOI BAN LE
114600145335,14.0,KHOI QUAN LY RUI RO
115600145440,15.0,KHOI TAC NGHIEP
115600145446,15.0,KHOI TAC NGHIEP
117700145618,17.0,KHOI HO TRO
119000145000,19.0,BO PHAN CHUNG
120700145950,20.0,BAN LANH DAO
14799,,
111100147021,11.0,KHOI BAN BUON
111100147022,11.0,KHOI BAN BUON
111100147023,11.0,KHOI BAN BUON
111100147024,11.0,KHOI BAN BUON
112100147121,12.0,KHOI BAN LE
112100147122,12.0,KHOI BAN LE
112100147150,12.0,KHOI BAN LE
112100147151,12.0,KHOI BAN LE
112100147152,12.0,KHOI BAN LE
112100147153,12.0,KHOI BAN LE
114600147335,14.0,KHOI QUAN LY RUI RO
115600147440,15.0,KHOI TAC NGHIEP
115600147446,15.0,KHOI TAC NGHIEP
116700147521,16.0,KHOI TAI CHINH-KE TOAN
117700147698,17.0,KHOI HO TRO
119000147000,19.0,BO PHAN CHUNG
120700147950,20.0,BAN LANH DAO
14999,,
111100149021,11.0,KHOI BAN BUON
111100149022,11.0,KHOI BAN BUON
112100149121,12.0,KHOI BAN LE
112100149150,12.0,KHOI BAN LE
112100149151,12.0,KHOI BAN LE
112100149152,12.0,KHOI BAN LE
112100149153,12.0,KHOI BAN LE
115600149440,15.0,KHOI TAC NGHIEP
115600149446,15.0,KHOI TAC NGHIEP
117700149618,17.0,KHOI HO TRO
119000149000,19.0,BO PHAN CHUNG
120700149950,20.0,BAN LANH DAO
16699,,
111100166021,11.0,KHOI BAN BUON
112100166121,12.0,KHOI BAN LE
112100166150,12.0,KHOI BAN LE
112100166151,12.0,KHOI BAN LE
114600166335,14.0,KHOI QUAN LY RUI RO
115600166440,15.0,KHOI TAC NGHIEP
115600166446,15.0,KHOI TAC NGHIEP
117700166618,17.0,KHOI HO TRO
119000166000,19.0,BO PHAN CHUNG
120700166950,20.0,BAN LANH DAO
16899,,
111100168021,11.0,KHOI BAN BUON
111100168022,11.0,KHOI BAN BUON
112100168121,12.0,KHOI BAN LE
112100168150,12.0,KHOI BAN LE
112100168151,12.0,KHOI BAN LE
112100168152,12.0,KHOI BAN LE
114600168335,14.0,KHOI QUAN LY RUI RO
115600168440,15.0,KHOI TAC NGHIEP
115600168446,15.0,KHOI TAC NGHIEP
117700168618,17.0,KHOI HO TRO
119000168000,19.0,BO PHAN CHUNG
120700168950,20.0,BAN LANH DAO
16999,,
111100169021,11.0,KHOI BAN BUON
112100169121,12.0,KHOI BAN LE
112100169150,12.0,KHOI BAN LE
112100169151,12.0,KHOI BAN LE
112100169152,12.0,KHOI BAN LE
114600169335,14.0,KHOI QUAN LY RUI RO
115600169440,15.0,KHOI TAC NGHIEP
115600169446,15.0,KHOI TAC NGHIEP
117700169618,17.0,KHOI HO TRO
119000169000,19.0,BO PHAN CHUNG
120700169950,20.0,BAN LANH DAO
17799,,
111100177021,11.0,KHOI BAN BUON
112100177121,12.0,KHOI BAN LE
112100177150,12.0,KHOI BAN LE
112100177152,12.0,KHOI BAN LE
112100177153,12.0,KHOI BAN LE
114600177335,14.0,KHOI QUAN LY RUI RO
115600177440,15.0,KHOI TAC NGHIEP
115600177446,15.0,KHOI TAC NGHIEP
117700177618,17.0,KHOI HO TRO
119000177000,19.0,BO PHAN CHUNG
120700177950,20.0,BAN LANH DAO
17999,,
111100179021,11.0,KHOI BAN BUON
112100179121,12.0,KHOI BAN LE
112100179150,12.0,KHOI BAN LE
112100179151,12.0,KHOI BAN LE
112100179152,12.0,KHOI BAN LE
114600179335,14.0,KHOI QUAN LY RUI RO
115600179440,15.0,KHOI TAC NGHIEP
115600179446,15.0,KHOI TAC NGHIEP
117700179618,17.0,KHOI HO TRO
119000179000,19.0,BO PHAN CHUNG
120700179950,20.0,BAN LANH DAO
18099,,
111100180021,11.0,KHOI BAN BUON
111100180022,11.0,KHOI BAN BUON
112100180121,12.0,KHOI BAN LE
112100180150,12.0,KHOI BAN LE
112100180154,12.0,KHOI BAN LE
112100180156,12.0,KHOI BAN LE
114600180335,14.0,KHOI QUAN LY RUI RO
115600180440,15.0,KHOI TAC NGHIEP
115600180446,15.0,KHOI TAC NGHIEP
117700180618,17.0,KHOI HO TRO
119000180000,19.0,BO PHAN CHUNG
120700180950,20.0,BAN LANH DAO
18199,,
111100181021,11.0,KHOI BAN BUON
112100181121,12.0,KHOI BAN LE
112100181150,12.0,KHOI BAN LE
112100181151,12.0,KHOI BAN LE
114600181335,14.0,KHOI QUAN LY RUI RO
115600181440,15.0,KHOI TAC NGHIEP
115600181446,15.0,KHOI TAC NGHIEP
117700181618,17.0,KHOI HO TRO
119000181000,19.0,BO PHAN CHUNG
120700181950,20.0,BAN LANH DAO
18699,,
111100186021,11.0,KHOI BAN BUON
112100186121,12.0,KHOI BAN LE
112100186150,12.0,KHOI BAN LE
112100186154,12.0,KHOI BAN LE
112100186157,12.0,KHOI BAN LE
114600186335,14.0,KHOI QUAN LY RUI RO
115600186440,15.0,KHOI TAC NGHIEP
115600186446,15.0,KHOI TAC NGHIEP
117700186618,17.0,KHOI HO TRO
119000186000,19.0,BO PHAN CHUNG
120700186950,20.0,BAN LANH DAO
18899,,
111100188021,11.0,KHOI BAN BUON
112100188121,12.0,KHOI BAN LE
112100188150,12.0,KHOI BAN LE
112100188152,12.0,KHOI BAN LE
114600188335,14.0,KHOI QUAN LY RUI RO
115600188440,15.0,KHOI TAC NGHIEP
115600188446,15.0,KHOI TAC NGHIEP
117700188618,17.0,KHOI HO TRO
119000188000,19.0,BO PHAN CHUNG
120700188950,20.0,BAN LANH DAO
18999,,
111100189021,11.0,KHOI BAN BUON
112100189120,12.0,KHOI BAN LE
112100189121,12.0,KHOI BAN LE
112100189150,12.0,KHOI BAN LE
112100189151,12.0,KHOI BAN LE
112100189152,12.0,KHOI BAN LE
112100189153,12.0,KHOI BAN LE
112100189154,12.0,KHOI BAN LE
114600189335,14.0,KHOI QUAN LY RUI RO
115600189440,15.0,KHOI TAC NGHIEP
115600189446,15.0,KHOI TAC NGHIEP
117700189618,17.0,KHOI HO TRO
119000189000,19.0,BO PHAN CHUNG
120700189950,20.0,BAN LANH DAO
31099,,
111100310021,11.0,KHOI BAN BUON
111100310022,11.0,KHOI BAN BUON
111100310023,11.0,KHOI BAN BUON
111100310024,11.0,KHOI BAN BUON
111100310025,11.0,KHOI BAN BUON
112100310121,12.0,KHOI BAN LE
112100310122,12.0,KHOI BAN LE
112100310123,12.0,KHOI BAN LE
112100310151,12.0,KHOI BAN LE
112100310152,12.0,KHOI BAN LE
112100310153,12.0,KHOI BAN LE
114600310335,14.0,KHOI QUAN LY RUI RO
115600310440,15.0,KHOI TAC NGHIEP
115600310446,15.0,KHOI TAC NGHIEP
115700310465,15.0,KHOI TAC NGHIEP
116700310521,16.0,KHOI TAI CHINH-KE TOAN
117700310698,17.0,KHOI HO TRO
119000310000,19.0,BO PHAN CHUNG
120700310950,20.0,BAN LANH DAO
31199,,
31299,,
111100311021,11.0,KHOI BAN BUON
111100311022,11.0,KHOI BAN BUON
112100311121,12.0,KHOI BAN LE
112100311122,12.0,KHOI BAN LE
112100311150,12.0,KHOI BAN LE
112100311153,12.0,KHOI BAN LE
112100311155,12.0,KHOI BAN LE
112100311156,12.0,KHOI BAN LE
114600311335,14.0,KHOI QUAN LY RUI RO
115600311440,15.0,KHOI TAC NGHIEP
115600311446,15.0,KHOI TAC NGHIEP
117700311618,17.0,KHOI HO TRO
119000311000,19.0,BO PHAN CHUNG
120700311950,20.0,BAN LANH DAO
31399,,
111100313021,11.0,KHOI BAN BUON
111100313022,11.0,KHOI BAN BUON
111100313023,11.0,KHOI BAN BUON
112100313121,12.0,KHOI BAN LE
112100313150,12.0,KHOI BAN LE
112100313152,12.0,KHOI BAN LE
112100313156,12.0,KHOI BAN LE
114600313335,14.0,KHOI QUAN LY RUI RO
115600313440,15.0,KHOI TAC NGHIEP
